name,# tweets retweeted,last tweet retweeted
@AvecStupide,1,RT @EnviroStudent: @JoshMeadows3 Nats starting to wake up to the fact their constituency is farmers not mining corporations
@looksouth,1,RT @looksouth: #WorldHeritage Committee  #tasforestsdelisting bid thrown out rapidly.
@BVClimateGirl,1,RT @BVClimateGirl: Better that tax payers support charity status of community organisations than subsidize fossil fuel industry #abc730 #au
@lisadekleyn,1,"RT @lisadekleyn: ""The times we live in are full of myth and light on fact."" @david_manne  #myworldheritage"
@BYolandebrown,1,RT @BYolandebrown: Peter Rawlinson Conservation Award https://t.co/rjDjSdKzK2 via @AusConservation
@BabsABCmining,1,RT @BabsABCmining: Muckaty nuclear waste proposal in Federal Court today - ABC Rural (Australian Broadcasting Corporation): http://t.co/90Y
@BatemanDan,1,"RT @BatemanDan: Terrible, terrible news. Great Barrier Reef campaigner Felicity Wishart has died suddenly. The Reef has lost a very passion"
@leitchbird,1,"RT @leitchbird: @ABCenvironment @sheena10628002 @aviceda @TSCommissioner 31,800 ha clearing on Olive Vale St CY threatens Red Goshawk http:"
@lee_glend,1,RT @lee_glend: How Barack Obama and Tony Abbott differ on climate change http://t.co/m5LLbQsSDQ
@latikambourke,1,RT @latikambourke: President Obama - this week we took historic steps in the fight against climate change. #G20
@BelyndaZ,1,RT @BelyndaZ: Senate abolishes working price on pollution. I'll fight for climate action! http://t.co/TsoPsNTITs #yourchoiceourfuture @AusC
@kymmidd,1,"RT @kymmidd: Mary Graham: 'If we were running actual Aboriginal affairs, we'd have a consensus on how to protect nature' #iq2oz @ethics_cen"
@jayjaydevine,1,"RT @jayjaydevine: Priorities for Queensland: a healthy environment, not massive coal mines http://t.co/x1SKadJVTE via @AusConservation"
@kuminaidoo,1,"RT @kuminaidoo: BREAKING: Pacific island nation, Kiribati, call for an end to all new coal mines. http://t.co/NT76E3JcJX http://t.co/ojBo6O"
@m_onicatan,1,RT @m_onicatan: Sounded like a truly great man &gt; Landcare co-founder and native title lawyer Phillip Toyne dies at 67 http://t.co/p3P8a0r0qm
@knittingnannasT,1,RT @knittingnannasT: What an inspiration speech by Geoffrey Cousins. Thank you. Join us on the road less travelled @ausconservation  https:
@BenLang44,1,"RT @BenLang44: Is this the end for Wollongong Coal? Mining suspended at Russell Vale, put into 'care and maintenance' mode. Story: http://t"
@BrentLukey,1,"RT @BrentLukey: Reminder the 'Heartland' book launch is tonight 6.15pm Readings Carlton. Come along, would be great to see you. B https://t"
@itisup2usnow,1,RT @itisup2usnow: Without groups like @350Australia @market_forces and @FoEAustralia my daughters future looks grim #friendofFoe http://t.c
@janet_rice,1,"RT @janet_rice: Solar &amp; wind = clean energy
Burning our native forests = no way

Ad in @canberratimes says it all.
#ForestRET @GetUp http:/"
@eilperin,1,RT @eilperin: New poll from @washingtonpost @abcnews 70% of Americans want EPA to regulate carbon &amp; are even willing to pay for it: http://
@envirotas,1,RT @envirotas: What would life be without forests? We need them Abbott! #MyWorldHeritage http://t.co/K09VxZRc1o
@ChristopherWr11,1,RT @ChristopherWr11: Wow - big interview with Geoff Cousins from @AusConservation naming the Top 10 carbon polluters in Aust on @lateline -
@CityLab,1,RT @CityLab: People are writing thousands of emails to trees http://t.co/atnwFNq9ds via @TheAtlantic http://t.co/st9Ec6GvY8
@emilyhwilson,1,"RT @emilyhwilson: Tony Abbott says he's a conservationist. The evidence indicates the opposite, writes our political ed Lenore Taylor http:"
@emilyalaurence,1,RT @emilyalaurence: Russell Vale colliery expansion neither rejected or approved. PAC says not confident re risks more work needed @973ABCI
@emgayfs,1,"RT @little_oldlady: Environmental NGOs do not attack jobs, they ensure the long term stability of the economy #auspol #abc730 #FriendOfFoE"
@ellensandell,1,RT @ellensandell: Here's our media statement regarding Nationals change of position on fracking http://t.co/694OFWWZ4R
@elisejourno,1,"RT @elisejourno: Much love from Environment Minister Greg Hunt today. ""I love large-scale solar and I love renewable energy."""
@ClareCLegit,1,RT @ClareCLegit: The latest habitat magazine by @AusConservation is choc full of #climate news. Bravo!   http://t.co/ex7cGInvHe http://t.
@ecocreative,1,"RT @ecocreative: After following, supporting, (retweeting!) &amp; pondering for many a year I joined @AusConservation today. Easy: https://t.co"
@ethics_centre,1,RT @ethics_centre: And the results are in! Against win with 51%! 36% were for and 13% were still undecided. Thank you to everyone for comin
@ecocityforum,1,"RT @ecocityforum: RT @climate_girl: Climate change is not based on belief, it's based on evidence - the same as law @algore @ClimateReality"
@echo_publishing,1,"RT @echo_publishing: .@theweeklytimes chatted to @AusConservation about the public v politicians on climate change. HEARTLAND is out now.
h"
@eastgippyforest,1,RT @eastgippyforest: Great to stand with so many groups today to #DefendEnviroOrgs.Well done @FoEAustralia @CounterActOz @AusConservation h
@djspratt,1,"RT @djspratt: It's official: May 2014 tops the #climate #extreme heat charts with 10-day run of over 20C max.
http://t.co/p26AV4vLa5"
@divinewrite,1,"RT @divinewrite: Lib MP, @AndrewLamingMP, showing his contempt for voters. Just like my local MP, Karen McNamara. http://t.co/zHJR00y3hH"
@deemadigan,1,RT @deemadigan: This. http://t.co/NPJrolgT7P
@ClimateCentral,1,RT @ClimateCentral: April marks the 350th month in a row that global temps came in above average http://t.co/wISlmRFoR5 http://t.co/ORNzFJ4
@davidkisby,1,"RT @davidkisby: Hamilton Is. #onmyagenda. A great night of discussion, action - more to come. @AusConservation @ClimateRealityA #G20 http:/"
@david_manne,1,"RT @david_manne: Carmichael Mine case was just a normal - not radical - exercise of the rule of law. What's radical is the Govt's ""vigilant"
@esshg3,1,RT @esshg3: BREAKING: Proponent of coal doesn't like tactics effective against coal #DefendEnviroOrgs https://t.co/LWmVUp2GRI
@Catherine_Zen,1,RT @Catherine_Zen: The @AusConservation says the govt spends more on diesel fuel subsidies ($33 BILLION) than on public schools #gonski #bu
@janegarcia,1,"RT @janegarcia: Great call from @AusConservation: Senators, now explain it to your grandkids #climate #carbontax #pollutedfuture"
@grhutchens,1,RT @grhutchens: How many jobs? The Abbott govt's been telling repeated lies about the Adani coal mine. Brilliant piece @_LisaMCox.  http://
@BrettParris,1,RT @BrettParris: #Coal isnt the way out of energy poverty: http://t.co/JLvFESxobU #energypoverty #climatechange
@BuchanElizabeth,1,RT @BuchanElizabeth: Father-daughter team at @ClimateReality training #CRinAU http://t.co/4D3Lz5pLTt
@mattyglesias,1,RT @mattyglesias: Obamas climate plan is incredibly ambitious  and still totally inadequate: http://t.co/ZtveMrS6uE
@BusinessSpec,1,RT @BusinessSpec: Newspoll finds 95% think renewables 'a good idea' http://t.co/jy5eoFrr9X #ausbiz #climatechange #climate http://t.co/UXYJ
@hughriminton,1,"RT @hughriminton: Five times as many people work in Australia's charity/not-for-profit sector as work in #mining. 
http://t.co/fiDTuRyrda"
@BuzzFeedAndrew,1,RT @BuzzFeedAndrew: Climate Change Deemed Growing Security Threat by Military Researchers http://t.co/QNWYQRA4QL
@gumsaint,1,RT @gumsaint: Senate abolishes working price on pollution. I'll fight for climate action! http://t.co/ZrfjyFJy8w #yourchoiceourfuture @AusC
@BuzzFeedOz,1,"RT @BuzzFeedOz: US President Obama Thoroughly Trolls Tony Abbott: Climate, Climate, Climate
http://t.co/RelA2oVCIs #G20Brisbane http://t.co"
@grist,1,"RT @grist: Announcing a possible cap on carbon emissions, China may have just one-upped Obama on climate action http://t.co/BwuaMaCshw"
@green_collars,1,RT @green_collars: Exactly. @AusConservation http://t.co/WALRx4DqM5
@CathEarthcare,1,RT @CathEarthcare: We think you'll like our new video about #LaudatoSi @WWF_Australia @350Australia @AusConservation @GreenpeaceAustP https
@grandeflatwhite,1,RT @grandeflatwhite: Can't agree. Parks do need people to survive. #naturesspeaking #WorldParksCongress http://t.co/po07wjHucF
@gpph,1,RT @gpph: Massive! MT @350EastAsia A sea of people at the #PeoplesClimate march in Jakarta http://t.co/DUTUE2aKei
@gjreilly1,1,RT @gjreilly1: Al Gore is in Melbourne next week. Read an exclusive interview with the climate change campaigner in FOCUS in The Age on Tue
@girlinthepjs,1,RT @girlinthepjs: NLC withdraws bid for for nuclear waste dump in Muckaty Station http://t.co/6WsA2vFden via @ABCNews
@CarbonMarketIns,1,RT @CarbonMarketIns: Australia's economy will suffer if we fall behind on #climate action says Martijn Wilder http://t.co/IBJDKTIHMV via @C
@gabriellechan,1,RT @gabriellechan: Palmer confirms PUP will vote against carbon tax repeal #politicslive http://t.co/s80OLgGGga via @guardian
@fj_knossos,1,RT @fj_knossos: @AusConservation Congratulations Geoff Cousins - nobody better to head up the ACF. Would also like you to head the country.
@CarewLawyers,1,RT @CarewLawyers: @AusConservation thanks very much for sharing a link to the story about #Stradbroke. Thanks for the great work you do too.
@fightforthereef,1,RT @fightforthereef: Vale Felicity Wishart. We've lost a true hero for the environment. Her legacy will endure. Her fight is our fight. htt
@matt_levinson,1,RT @matt_levinson: Coal miner Alinta shutting SA operations 12 years early http://t.co/gIWejGEuba
@mick_power,1,RT @mick_power: Wow. An email from @AndrewLamingMP to a constituent. That's just plain rude. (via @AusConservation) http://t.co/AX2186e2Ou
@maxuthink,1,"RT @maxbulk: We need to stop 'locking up' ancient forests so that everyone* can enjoy** them #conservationist  

*party donors
**woodchip"
@smithjay505,1,RT @smithjay505: Hear about the realities of #climatechange from @ClimateReality Leader Terry White at #Castlemaine Library on Oct 15 http:
@thischanges,1,RT @thischanges: Screenings of This Changes Everything across Australia - book now - https://t.co/ZOcnKmyt6C @GetUp @tugg_australia @AusCon
@thinkprogress,1,"RT @thinkprogress: At summit, China says they will peak emissions ""as early as possible"" http://t.co/wwFKgt4jLy http://t.co/lQxw5SuGIF"
@4corners,1,"RT @4corners: Next Monday on #4corners ""THE END OF COAL?"": With the price of coal plummeting, is Australia backing a loser? http://t.co/zA8"
@thetowncrier,1,RT @thetowncrier: Sunny day = no environmental damage. https://t.co/Ns4IaRqAd2
@theothercath,1,RT @theothercath: Dry and hot spring to summer means 2014 will rank in top 10 warmest years on record. http://t.co/XP1JmDJitU
@thebirdnerdx,1,RT @thebirdnerdx: @AusConservation Pls RT: Help the birds and get free coffee! We're almost 30% funded! http://t.co/Dhk3ItUP1E   #birdsmatt
@thatmontydad,1,RT @thatmontydad: I spent six weeks fighting the Morwell mine fire. Time to back renewables. #auspol #4Corners #endofcoal http://t.co/W4YbK
@tejopala,1,RT @tejopala: Coming To Get You: Oversized Eco-zombies will force u to live in the dark &amp; cook over a fire burning recycled newspapers #big
@ABCFactCheck,1,RT @ABCFactCheck: How healthy is the Great Barrier Reef? Read our fact file: http://t.co/ttSR3ZNH0w #qanda
@ABCNews24,1,RT @ABCNews24: Watch LIVE: Public hearings for the inquiry into the Hazelwood mine fire http://t.co/5JFTRbE7JC #Morwell
@swilsonsbs,1,RT @swilsonsbs: Ban Ki Moon urges #G20 members to follow the lead of US and China on #climatechange. @SBSNews
@sweens85,1,RT @sweens85: hoping my very cool and very smart uncle @NukeDaveSweeney will get the chance to ask a question on #qanda tonight!
@sweeney_astray,1,RT @sweeney_astray: Hear hear @AusConservation. @NAB your funding is shameful and undermines #biodiversity and #climatechange action. I'll 
@swearyanthony,1,RT @swearyanthony: No idea why the ABC might have been running negative stories about coal http://t.co/66WSJPOD6h
@suzyji,1,"RT @suzyji: #Climate action would boost global GDP by trillions every year - World Bank
 http://t.co/iAbbtVDsF7 via @guardian"
@susiemunro,1,RT @susiemunro: It's estimated that 10000 species moved around the world in the ballast of supertankers every day: @ElizKolbert #mwf14
@sugarglida,1,RT @sugarglida: @ChristopherWr11 @AusConservation @Lateline .It was brilliant. Thank you Mr Cousins and the ACF. Love your work
@ACOSS,1,RT @ACOSS: Great words from @AusConservation head talking innovative nfp institutions: 'Good leadership is about empowering others' #Progre
@staffo_sez,1,RT @staffo_sez: This http://t.co/p6IO5dwsD1
@sophieknicolle,1,RT @SophieAmnestyOz: Fascinated to see what will come of this @CliveFPalmer @algore presser. #standingby #climatechange
@AJEnglish,1,RT @AJEnglish: Opinion: #Australia's #Tasmanian forests may be delisted from #UNESCO's #World Heritage List - by @lmdo http://t.co/RamvERNw
@timothyinau,1,"RT @timothyinau: estimated 85,000 - 100,000 nationwide today to #bustthebudget. 20,000 in Sydney 30,000 Melbourne 1500 Canberra 200 Lismore"
@todddavies,1,RT @todddavies: Great piece by @Chartered_Accts on why #GDP is a bad measure of progress and drives bad #policy making. http://t.co/4gY87Kv
@tomdoig,1,RT @tomdoig: Man charged over blaze linked to Hazelwood coal mine fire http://t.co/uBNpckVLG7 via @theage @stevelillebuen
@vanbadham,1,RT @vanbadham: More than 30K in Melbourne! How many elsewhere?!! #BustTheBudget
@workmanalice,1,RT @workmanalice: Here's a list of every Senator who voted to repeal the carbon tax - via @junkeedotcom http://t.co/JQ27rXGxyw http://t.co/
@wlt_au,1,RT @wlt_au: Senate backs @larissawaters call to help cassowary rehabilitation centre stay open and expand http://t.co/zmPPUYSZmV http://t.c
@350,1,RT @350: RT @AYCC: #Adelaide streets flooded for #climate action #PeoplesClimate http://t.co/TGY2sUOn5o
@wildernessSA,1,RT @wildernessSA: CEO Craig Wilkins @ConservationSA addressing HoR inquiry - the important enviro work they do. #DefendEnviroOrgs
@whereisdaz,1,"RT @whereisdaz: 61% of party room = overwhelming.
97% scientists = debatable (crap)"
@westernhwywham,1,"RT @westernhwywham: Before + after photos of #RedgumsBuangor ~450 years old. Older than #SeparationTree, @RBG_Victoria #VicRoadsVandals! ht"
@wendy_harmer,1,RT @wendy_harmer: Standing room only at Hobart Town Hall in support of Tassie forests !! #worldheritageisforever http://t.co/oX3c6bWjqs
@3AW693,1,RT @3AW693: BREAKING | Richard Di Natale has been elected unopposed as the new leader of Greens.
@3RRRFM,1,"RT @3RRRFM: On @breakfasters, @VictoriaMcKMcH from @AusConservation talks Abbotts globally-divergent views on climate action. http://t.co/"
@ursulaheger,1,RT @ursulaheger: Climate Coalition Protesters told to leave Parliament House after interjecting in the senate debate http://t.co/9r5YeH1BmV
@tonyevansphoto,1,RT @tonyevansphoto: 1/2. Loving that two of my images were used by the Australian Conservation Foundation in today's https://t.co/ldm9hgCo
@urgenda,1,RT @urgenda: Amsterdam ready for #PeoplesClimate march! 21 sept 18.00 uur See you! http://t.co/msnZXRBlvz
@uraniumfree,1,"RT @uraniumfree: Antony Hegarty, the Martu and the mine: land custodians fight corporate might http://t.co/DVqpkmfXNx #stopkintyre"
@unngls,1,"RT @unngls: .@CANIntl calls for world ""free of harmful emissions"" to be added to the #post2015 outcome document #climatechange http://t.co/"
@unimelb,1,RT @unimelb: We're proud to be hosting Al Gore today. Live tweets via @SciMelb from 3pm! http://t.co/Objqf4enBR #algoreunimelb http://t.co/
@unaavic,1,RT @unaavic: Don't forget to register for our #youngprofessionals #network launch with @AusConservation's @kellyoshanassy - 14 Oct http://t
@tveitdal,1,RT @tveitdal: First Official Climate Change Refugees Evacuate Their Island Homes for Good http://t.co/UGY5YwY5Yp via @efjournal
@tveedercom,1,"RT @tveedercom: #DirectAction a ""Mickey mouse scheme that has been stitched up with the leader of a mining company"" @AusConservation http:/"
@triplejHack,1,RT @triplejHack: .@GregHuntMP is on Hack tonight answering your questions about the gov's environment policy post budget. What would you li
@tonygpics,1,RT @tonygpics: @Hannahgadsby rocks at the #myworldheritage @Wilderness_Aus http://t.co/7BcfytGcxr
@AODProject,1,RT @AODProject: 98% of universities are doing little to nothing to mitigate #climate risk. #uniclimateindex. http://t.co/zYu3jGQJ6K http://
@ARENA_aus,1,"RT @ARENA_aus: @cathymalexander Hi Cathy, here's all the info on @RaygenResources' first-of-a-kind project: http://t.co/NhXjhjbH81"
@mediawisemelb,1,RT @mediawisemelb: Sad to hear Philip Toyne has died: instigator of #Landcare and great man to work alongside at @AusConservation Vale.
@skepticscience,1,"RT @skepticscience: 95% of viewers endorse @iamjohnoliver video on 97% climate consensus (10833 likes, 595 dislikes) http://t.co/KWbZNZQsjV"
@peacenicsta,1,RT @peacenicsta: So sad http://t.co/QrvvU12KOS #Vale Felicity Wishart
@AmyCorderoy,1,RT @AmyCorderoy: Al Gore: Mother Nature has 'louder voice' than Tony Abbott on climate http://t.co/3fzpoCJqE4 via @smh
@AndrewBartlett,1,RT @AndrewBartlett: Climate change concerns grow. 63% of Australians say govt should take leadership role on reducing emissions http://t.co
@ozroan,1,RT @ozroan: Finally got @AusConservation's @JonathanLaNauze in the studio after years of chatting on the phone! Enjoy your day at @CharlesS
@osbornep,1,RT @osbornep: Interesting bunch of sponsors for the Nationals federal conference #auspol http://t.co/6eusRkOPPr
@AndrewCatsaras,1,RT @AndrewCatsaras: Barack Obama praises Kiwi prime minister as climate change ally http://t.co/Q6oDEcg9Ns via @guardian
@olivesnsunshine,1,RT @olivesnsunshine: Congrats @CommBank for seeing bad investment and acting on #Adani @AYCC @AusConservation nice work!
@norton_tim,1,RT @norton_tim: Excellent piece from @GuardianAus' @lenoretaylor on Abbott's lack of evidence or conviction to combat climate change. http:
@northcentralcma,1,RT @northcentralcma: The watering of Gunbower forest reveals more stunning secrets #gunbower @VicEWH @LisanevilleMP http://t.co/NfBLYp4R12 
@ninaspringle,1,RT @ninaspringle: Congrats to @AmeliaTelford ~ Young Environmentalist of the Year @BobBrownFndn http://t.co/kawD1tFR5D
@nicole_hasham,1,RT @nicole_hasham: Labor to back 50% renewables target in major climate policy upgrade #auspol http://t.co/pimyX2Wsh5 via @smh
@nic_higgins,1,"RT @nic_higgins: @Atyidean @AusConservation @GregHuntMP  he names the species destined for extinction,  then authorises the destruction of "
@AnitaHeiss,1,RT @AnitaHeiss: Victory for traditional owners over Muckaty Station nuclear waste dump -  http://t.co/x1TB9AusgL via @smh
@nathanafabian,1,RT @nathanafabian: Financiers understand climate risk. Does the coal sector? Hank Paulson on climate risk http://t.co/zkKd24wG8G @BusinessS
@my2bobzworth,1,RT @my2bobzworth: Fifteen billion reasons http://t.co/eM9J0APqH8 via @AusConservation
@AnnaReyno,1,RT @AnnaReyno: Congratulations @senatormilne for a stellar career! You were 1st person in Oz parliament with climate action as your core ag
@AnneDornay,1,RT @AnneDornay: Join ACF as an environmental leader! http://t.co/Li2XEWwnAH via @AusConservation
@molessarah,1,RT @molessarah: This would have been a good start to fixing #budget https://t.co/OcB9Jtgu5q
@mjrowland68,1,RT @mjrowland68: Former US VP @algore tells climate change campaigners in Melbourne 'We will prevail!' @BreakfastNews @abcnews
@csrlagos,1,RT @csrlagos: @AusConservation An exceptional man . may he rest in peace .very sad .
@michaelhallida4,1,RT @michaelhallida4: Growth ........ Leunig #auspol #G20 #G20Brisbane #G20Australia http://t.co/P1KtTJ63E0
@peely76,1,"RT @peely76: The Power of Pride #CRinAU what an inspiration,thanks .@AusConservation .@ClimateReality &amp; .@algore I'm accredited! http://t.c"
@pestell37,1,"RT @pestell37: This just arrived - absolute #Fail by #Origin, I'm switching energy co 2day @Greens @AusConservation #propaganda http://t.co"
@phillpullinger,1,RT @phillpullinger: World Heritage committee rejects Aus. govt's proposal to delist Tassie's World Heritage forests! #politas #auspol #defe
@AUelectionQs,1,RT @AUelectionQs: @AusConservation thought this event on democracy &amp; renewable energy would interest your network? http://t.co/finPOuit5B S
@simone,1,RT @simone: Climate action is #onmyagenda #Perth @ClimateReality @AusConservation @ConservationWA http://t.co/mzQQcEv7Mw
@shortmsgs,1,RT @shortmsgs: data shows  #Antarctic ice sheet melting increasingly faster http://t.co/h4EwdbFq29 #climatechange #environment
@shoimthewoim,1,RT @shoimthewoim: Duffy parents want Climate Change on the agenda. #OnMyAgenda @AusConservation http://t.co/1QD5PN14Me
@shenstone121,1,RT @shenstone121: Climate change is on our agenda in the Hastings.  @DaveGillespieMP @GregHuntMP @AusConservation #onmyagenda http://t.co/h
@shalailah,1,"RT @shalailah: Govt can save $5.2bn by cutting tax benefits to polluters, conservation group says: http://t.co/8iZNoAXkxH  (via @GuardianA"
@shakirasellen,1,RT @shakirasellen: Sad to hear of the passing of #environmental campaigner Felicity Wishart: http://t.co/K3pxJbvPoW
@samregester,1,RT @samregester: Adani is not the best at doing the truth http://t.co/BJMTObccpw
@samknight1,1,"RT @samknight1: What if global warming *is* a hoax and we clean up our air and oceans, create millions of jobs, and become energy independe"
@s_colenbrander,1,RT @s_colenbrander: Carbon pricing works.  http://t.co/pUhAUk77q2 #auspol
@AboutTheHouse,1,RT @AboutTheHouse: Public hearing 9am - inquiry into the Register of Environmental Organisations. Stream live audio. http://t.co/zoaB7mTY5Y
@pipsterb,1,RT @pipsterb: @AusConservation: Climate activists rope in Three Sisters to make their point: http://t.co/VAItculLvP #PeoplesClimate Beaut
@AbydKarmali1967,1,RT @AbydKarmali1967: Awaiting @WhiteHouse release where @POTUS will launch new #CleanPowerPlan to reduce #carbon emissions by 32% by 2030 h
@rdolivaw,1,RT @rdolivaw: Not just over 400ppm but the rate was a problem. / Record growth of atmospheric CO2 in 2013 http://t.co/9inwB5wi9C
@rdelarosayoon,1,RT @rdelarosayoon: Australian visit 2015. #AlGore at The Wheelers Centre in #Melbourne @algore @AusConservation @ClimateReality http://t.co
@Adrian_Dodd,1,RT @Adrian_Dodd: Climate change no skiing feels http://t.co/2Qorr3Ki5o
@raowaraow,1,"RT @raowaraow: @AusConservation: Our planet's warming, in kitten sneezes: 
#CRinAU http://t.co/l4mqgB0lC6 STOP KITTENS SNEEZING #claratyn"
@rachelgeorge,1,RT @rachelgeorge: Awesome climate march resources and info on meeting in Melbourne this Sunday via @AusConservation http://t.co/yqongnc258 
@pruwawn,1,RT @pruwawn: @AusConservation @Magpies4me Women are concerned about impacts of climate change on their grandkids. No jobs on a dead planet 
@AlexESampson,1,"RT @AlexESampson: Panel discussing the next 25 years of @LandcareAust @ the #landcareconf14, better initiatives &amp; more funding http://t.co/"
@AmandaTatts,1,RT @AmandaTatts: My hero Jack Mundey - instigator of Green Bans and urban environmentalism. Interviewed him today on video. An honour. http
@david_carbines,1,"RT @david_carbines: You can be inside the tent, or outside the tent, but what really matters is our intent. @AusConservation @difincubator "
@GregHuntMP,1,RT @GregHuntMP: We also want a strong agreement in Paris as part of our commitment to limit global climate change temp increases to below 2
@cobismith,1,"RT @cobismith: great talk from @AusConservation's Victoria McKenzie-McHarg #CRinAU on leadership &amp; ""'power over' vs 'power with' someone el"
@MiriamCosic,1,RT @MiriamCosic: Singer Antony Hegarty is supporting Mardu people in their fight vs Cameco /Mitsubishi mining uranium on their land 1 http:
@NatSegal,1,RT @NatSegal: Day 1 of @ClimateReality Leadership Training in #Melbourne. #CRinAU #inspired #IAMPROSNOW @ClimateRealityA http://t.co/O98hqD
@NanceHaxton,1,RT @NanceHaxton: Adani's billion dollar Carmichael Coal mine facing growing opposition - listen to my PM story here http://t.co/WcbROlYQrK
@NITVNews,1,"RT @NITVNews: Call for closure of Ranger uranium mine as back burn gone wrong threatens Kakadu.
Tonight on @NITVNews 5:30, 7 &amp; 11pm http://"
@NITV,1,"RT @NITV: #Nuclear no-no. First Peoples from across the globe unite to protect their lands. On @NITV News 530,7&amp;11pm Channel 34 http://t.co"
@NBoele,1,"RT @NBoele: @AusConservation Kelly O'Shannassy ""unlike the Tour de France, climate action doesn't end in Paris"" #IGCC15"
@ElizaBorrello,1,RT @ElizaBorrello: #BREAKING RET talks broken down again. Labor says there'll be NO DEAL if govt doesn't budge from 32 000 GWh. Hunt now ta
@MorningBondi,1,RT @MorningBondi: Another photo of the Heads in the sand #protest #ClimateChange #G20Brisbane #headsinthesandsalute http://t.co/VvReaEmihm
@ElyseG85,1,RT @ElyseG85: @AusConservation @TonyAbbottMHR  Lessening my impact &amp; #ClimateChange are #onmyagenda solar installed yesterday #g20 http://t
@ModdityDodds,1,RT @ModdityDodds: @Wilderness_Aus @AusConservation Spot on. Grass roots participation in political process with local member worth a 1000 t
@MirarrCountry,1,RT @MirarrCountry: #Fukushima four years on: Mirarr still saddened by nuclear disaster http://t.co/fZyLdYS22i http://t.co/LsNcYCoCtZ
@NewtonMark,1,"RT @NewtonMark: Must be a bit embarrassing for Hunt, I guess. http://t.co/C34w03wVrM"
@MikeBloomberg,1,RT @MikeBloomberg: We can't afford to ignore the economic risks of #ClimateChange. RT if you agree: http://t.co/MoCN5py3bv http://t.co/pco3
@Mick_Peel,1,"RT @Mick_Peel: .@AusConservation @JanieWray World capex: minerals &amp; fossil fuels peaked in 2008, since then Oz state govs spent $17b http:/"
