name,# tweets retweeted,last tweet retweeted
@MicheleS_Aus,1,RT @MicheleS_Aus: @AusConservation @DSP_AU And good women &amp; men of Aus are responding by giving their old irons &amp; ironing boards to #LNP po
@MichaelWestBiz,1,"RT @MichaelWestBiz: #Adani financial controller admits in a Qld court today  that royalties from Carmichael not $22b, just $7.8b"
@MiaFreedman,1,RT @MiaFreedman: What a magical way to end #qanda.......beautiful.
@MelbWritersFest,1,RT @MelbWritersFest: Not caring about biodiversity is like not caring about sawing off the branch that you're standing on - Dr. John Willia
@EnviroCentreNT,1,RT @EnviroCentreNT: 200+ rallied in Darwin Australia for action at UN World #Climate Summit in NYC #auspol  #solar #PeoplesClimate http://t
@McNultyDean,1,"RT @McNultyDean: @GChristensenMP Heaps of jobs to be had in transition to clean energy. It's a massive, and necessary, undertaking. @bluesh"
@Mazzaphrenia,1,RT @Mazzaphrenia: Join me in supporting our right to speak out http://t.co/nlmkCm7dOU via @AusConservation #auslaw #auspol #environment #na
@NewsTalk2UE,1,"RT @NewsTalk2UE: NOW: Angela speaks with Geoff Cousins, President of @AusConservation on what #directaction actually is http://t.co/f8R6qTO"
@NickEvershed,1,RT @NickEvershed: Dredging the depths: coalmining v the Great Barrier Reef  interactive http://t.co/65baACHa34 http://t.co/JwrGHeWqTy
@EthicalJobs,1,RT @EthicalJobs: As Receptionist at @AusConservation you'll be on the frontline of a great enviro org! Apply:  http://t.co/4jtbyKVpp2 #ourt
@PiersVerstegen,1,RT @PiersVerstegen: Great News! Alcoa pulls out of #fracking in the #Kimberley #Perthnews http://t.co/vvJJ7EG3Oe http://t.co/6j5f0Wjmi3 htt
@RuthHoward,1,RT @RuthHoward: Thank you celebrating Price on Pollution 2 yrs old &amp; ongoing renewables climate policies @WilkieMP @AusConservation http://
@Ross_Greenwood,1,RT @Ross_Greenwood: Biggest applause when President @BarackObama mentioned the need to address climate change &amp; says the world needs to act
@RickHM,1,RT @RickHM: These #Perth people ROCK! #PEOPLESCLIMATE #NOFIBS http://t.co/2r1RRLhk4E
@RedHillRegeners,1,RT @RedHillRegeners: First hardenbergia flowering on #RedHill. Spring is coming. @ACT_Parks @AusConservation @GreeningAust http://t.co/s14v
@EJ4573,1,RT @EJ4573: Reality vs perception  - the consensus gap #CRinAU http://t.co/Q9TrgdRZrZ
@ENJO_Australia,1,"RT @ENJO_Australia: @AusConservation very well said, there culture implores them to live light and leave no trace. #recognise"
@EU_Commission,1,RT @EU_Commission: Presidents @JunckerEU and @euHvR welcome the the US-China #climate announcement: http://t.co/QvfextJRqI #G20 #onmyagenda
@ProfPCDoherty,1,RT @ProfPCDoherty: This government's legacy will be the repeal of the carbon tax and inaction on climate change. What a triumph! What a leg
@ProBonoNews,1,RT @ProBonoNews: @AusConservation Foundation Appoints Top Gun Geoff Cousins as President http://t.co/g61bL1mQon
@PhillipCoorey,1,"RT @PhillipCoorey: Only 22pc support changing environment laws, 57pc say don't change a thing http://t.co/Ec8rVgdgTP via @FinancialReview"
@NickOsbaldiston,1,RT @NickOsbaldiston: So hey @GregHuntMP did you see the SMH article on falling GHG emissions? How do you sell the removal of the carbon pri
@Peter_Fitz,1,RT @Peter_Fitz: Obama ridicules climate change deniers http://t.co/Mqxjcg1Oiw via @smh
@PenelopeFiggis,1,RT @PenelopeFiggis: Shocked at news Felicity Wishart campaigner for the Reef has died suddenly. A fantastic dedicated campaigner and great 
@EarthEconomist,1,RT @EarthEconomist: Share the HOPE! What happened from the 'Dont Drop the Ball' climate petition to Oz politicians  http://t.co/SrFavmQPL6 
@Earthworkercoop,1,RT @Earthworkercoop: Australian solar thermal technology that's powerful enough to replace fossil fuels &amp; drive power gen of the future: ht
@PPDaley,1,"RT @PPDaley: #qanda And here is the background: Antony Hegarty, the Martu and the mine: land custodians fight corporate might http://t.co/C"
@EconBizFin,1,RT @EconBizFin: The world has a once in a generation chance to get rid of distorting subsidies for dirty fuels http://t.co/cnbtuiDPTw http:
@OnMyAgendaG20,1,RT @OnMyAgendaG20: Just walked on stage @BarackObama #onmyagenda #G20 https://t.co/DWoroCPhsm
@NoFrontiersNews,1,RT @NoFrontiersNews: .@peacenicsta describes action at #Commbank today https://t.co/31alQtowmS @350Australia @AYCC @QuitCoalOz @GreenpeaceA
@Nick_Xenophon,1,RT @Nick_Xenophon: Just spoke to Tindo Solar - Warburton's plan would kill-off nation's last solar panel manufacturer. http://t.co/fkPqLXCZ
@MattiLRose,1,"RT @MattiLRose: @gabriellechan the 10,000 jobs number and the investment number for the adani mine the Government is spruiking is totally w"
@MarkRuffalo,1,"RT @MarkRuffalo: Okay... Wow! Rockefellers, Heirs to an Oil Fortune, Will Divest Charity From Fossil Fuels http://t.co/6kYWJ1O1zp"
@SA_sustainable,1,RT @SA_sustainable: @AusConservation Climate change is #onmyagenda http://t.co/h5vW6rOkva
@Intrepid_Travel,1,RT @Intrepid_Travel: A big day for #Australia. Many congrats to Olkola and @AusConservation on return of ancestral land in #CapeYork. http:
@Gold3450,1,"RT @Gold3450: It's a sad day for rural radio listeners across Australia: the last ever @RNBushTele show today at 11am

http://t.co/JIFqaqCN"
@JohnKerry,1,"RT @JohnKerry: We're keeping up our work to combat #climatechange w/ @EPA's new Clean Power Plan. But as POTUS said, global effort needed. "
@JohnFalzon,1,"RT @JohnFalzon: Thank you, everyone at #Progress2015.  You are inspiring &amp; beautiful. 'The situation is hopeless. We must take the next ste"
@GoodSects,1,RT @GoodSects: Just sent email to Minister Greg Hunt The Galilee Basin by ACF https://t.co/DkxeK3c0NS #toldwithexposure via @Ausconservat
@JewelNature,1,"RT @JewelNature: Abbott sticks with his head-in-sand stance on climate, reports @KarenMMiddleton
http://t.co/oub0cC2VJ2 http://t.co/S7aXemK"
@Jessjjc,1,RT @Jessjjc: Kelly @AusConservation - agree; time for the people to lead! Be the change you want to see in the world. @unaavic http://t.co/
@GordyPls,1,RT @GordyPls: This is @evcricket glee-ing out about solar and it made my Sunday start with a nerd boner: http://t.co/fv1f0QM4yw
@Jeremy_Morton_,1,RT @JeremyRiversley: @ausconservation Tracking #endangered #Bunyip Birds http://t.co/fpOXSjyBvJ
@JamesHanover,1,"RT @JamesHanover: ""Germany generates 8x more solar power than Aus - yet we get 2x more sunshine"" @AusConservation Josh #PeoplesClimate http"
@GourlayWill,1,RT @GourlayWill: I added my voice to campaign against expanding uranium mining in Kakadu. You should too! http://t.co/qbToc6E68k via @AusCo
@JulienLepetit,1,RT @JulienLepetit: Loving my refreshing day 1 at #CRinAU. Looking forward to spending 8h with former USA Vice President Al Gore.
@INCRnews,1,"RT @INCRnews: Australian Prime Minister Tony Abbott ""seeks to counter Obama on climate change"" - meets with Obama on Thursday http://t.co/B"
@IGCC_Update,1,RT @IGCC_Update: #Climate action doesn't end in #Paris - @kellyoshanassy from @AusConservation #COP21 #RoadtoParis #IGCC15
@HuffPostAU,1,RT @HuffPostAU: .@SimonSheikh on the blog: Turnbull needs to be the turning point for climate policy http://t.co/7WrJuGPLk1 http://t.co/u2M
@GrantBlashki,1,"RT @GrantBlashki: Awesome to see so many docs, med students and health professionals at climate reality training #CRinAU"
@HelenSzoke,1,RT @HelenSzoke: Meet this young activist @COP21 - her land and her culture at stake! #Kirabati #pacific @OxfamAustralia http://t.co/HeJgcgi
@Hannahgadsby,1,RT @Hannahgadsby: Tony Abbot wants to get rid of this slice of Tasmania because it isn't pristine enough for world heritage listing. http:/
@GumleafG,1,RT @GumleafG: Is #Liverpoolplains on eve of destruction as #Shenhua want coalmine approval http://t.co/tUlAlaaXoC
@GuardianSustBiz,1,RT @GuardianSustBiz: Could hemp help heat your home? http://t.co/ocAxeWShG6
@GreenpeaceUK,1,RT @GreenpeaceUK: This is what climate action looks like: 50 people stop a train loaded with climate-wrecking coal. #peopleVScoal http://t.
@GlenLeLievre,1,RT @GlenLeLievre:  Glen Le Lievre 2012. #auspol #smh http://t.co/9s6p9TZRUk
@JumboJargon,1,RT @JumboJargon: Greg Hunt says enviro groups have double standards for condemning his Carmichael Mine approval. At least we have standards
@Eventmechanics,1,RT @Eventmechanics: This attempted abrogation of responsibility for cleaning up after mining makes me so bloody angry http://t.co/lnKmZXmDhM
@FtechAustbat,1,RT @FtechAustbat: Very sad to hear of Phillip Toyne's death. What a legacy he leaves! An amazing man. @AusConservation  #Landcare  http://t
@MakingEnvirNews,1,RT @MakingEnvirNews: 2nd most pop item @MakingEnvirNews Thu.Cutting gov waste #auspol http://t.co/5vCHcz75Xd @ABCenvironment @AusConservati
@MackayConsGroup,1,RT @MackayConsGroup: Thanks @AusConservation we hope this case will set a good precedent for the assessment of #coal projects in Australia
@MJLovegrove,1,"RT @MJLovegrove: Nuclear dangers from one who knows, Mr Naoto Kan. @BeyondNuclearOz @LukeLPearson @paddygibson http://t.co/lmkU1kQWPG http:"
@FSCaustralia,1,"RT @FSCaustralia: @FSCaustralia @AusConservation @verityjlowe @RnfrstAll_AU You've been quoted in our #Storify story ""FSC Friday 2014"" http"
@LowyInstitute,1,RT @LowyInstitute: #LowyPoll2015 finds rapidly shifting attitudes on #climate issues and strong views about solar http://t.co/gtBeufOXMN ht
@Leroy_Lynch,1,RT @Leroy_Lynch: A timber industry body has joined conservationists in backing Tasmanias World Heritage Areas. http://t.co/dae7wkh05A #aus
@LeadbeatersPoss,1,"RT @LeadbeatersPoss: Who's join us for the #ThreatenedSpeciesDay Picnic, 11am 7th Sept #Tanglefoot #Toolangi Lets #AxeVicForests http://t.c"
@LeadbeaterTours,1,RT @LeadbeaterTours: Check out @vnpatweets for info on @GreatForestNP for Victoria. http://t.co/M5zXJ71z5P #vicvotes
@FlatEarthGang,1,RT @FlatEarthGang: Opinion: Australias isolated view on climate out of step with G20s grand vision #auspol #G20Brisbane #cringe http://t.
@LaPeninaEffect,1,RT @LaPeninaEffect: A beautiful day to be utterly offended. http://t.co/tayuLvHojE
@GetUp,1,RT @GetUp: The 20 major economies of the world account for 80% of carbon pollution. It's our responsibility to act #g20brisbane #onmyagenda
@L_DeWeaver,1,RT @L_DeWeaver: @AusConservation Shocked to read in 'Habitat' our Govt. spends more on subsidising fossil fuel  industry than it does on #P
@Kookaburra65,1,RT @Kookaburra65: @AusConservation @Wilderness_Aus @AYCC #leadbeaterspossum critically endangered upgrade status
@Kon__K,1,RT @Kon__K: I'm angry at myself that I didn't know 1/2 of what I've seen in Alice Springs last 3 days. Gov policy is trying to kill #Aborig
@KoalaRabies,1,"RT @KoalaRabies: ""@ThatDamonGuy: Opening weekend of the ski season at Thredbo. 

What climate issue? http://t.co/kiJfV7bCas"" #auspol"
@KoalaChampion01,1,"RT @KoalaChampion01: @AusConservation 'ELLINGHAM', 1 of the Koalas at H'Park Tinana PLEASE HELP TO SAVE HIS HOME - http://t.co/egiDna3T8t h"
@Kieran_Gilbert,1,"RT @Kieran_Gilbert: My understanding is negotiations b/w Environment Minister, Foreign Minister &amp; PM continued on emissions reduction targe"
@GSapphira,1,RT @GSapphira: To everyone at #leardblockade thank you for your hard work and determined spirits! #heroes every one of you!
@GT_GeelongAddy,1,"RT @GT_GeelongAddy: A girl from Corio in the top 100 business women in Aus didnt seem right."" - @kellyoshanassy http://t.co/gE3B8kPl2s ht"
@GdnAusCulture,1,"RT @GdnAusCulture: As Antony Hegarty joins forces with Martu people of Parnngurr to fight the mining might, @PPDaley hears the backstory ht"
@SAFFOK1,1,RT @SAFFOK1: Donate to support habitat protection https://t.co/Uu16RqMmFJ
@SandiHLogan,1,"RT @SandiHLogan: .@AusConservation If public servant was to draft let alone submit a rep like this for signature, it'd be adios. @sspencer_"
@ClimateCollege,1,RT @ClimateCollege: We are excited to be involved in @ClimateReality. To be amongst More than 500 new recruits to be trained by @algore tod
@DGreenJournal,1,RT @DGreenJournal: #RoadtoParis for strong #carbon emission cuts  http://t.co/6axMKwfGtw via @ascorrespondent @ClimateRealityA @LiveEarth @
@arianewilkinson,1,RT @arianewilkinson: @BarackObama announcing plan today to tackle grnhouse gas emissions frm coal fired power stations. Meanwhile in Aus...
@apidaeDI,1,RT @apidaeDI: Less than 2 months until @LiveEarth! One billion voices across 6 continents uniting to #ActOnClimate. http://t.co/gCBLp9xuEu 
@aphrael001,1,"RT @aphrael001: Oh no, my 10 year old and I both love @evanescence, what have I created! Children who may just think about our Earth's futu"
@annabelcrabb,1,"RT @annabelcrabb: ""Women, after all, are our most under-utilised source of skills."" #inthecabinetforexample #npc"
@andrewjgiles,1,RT @andrewjgiles: Great to hear from Lois Levy and Rose Adams on why and how they work to protect the environment at #reo enquiry
@andrewjcrook,1,RT @andrewjcrook: List of US unions signed up for UN People's Climate March is now 36 and growing by the day. Tally @workerinstitute http:/
@Convalescence2,1,"RT @Convalescence2: @AusConservation   Heres a song about global warming to sing-a-long, translate, share on Twitter, Facebook, e-mail
  h"
@andrew_lund,1,"RT @andrew_lund: Al Gore says ""this is the tipping point year for action on climate"". ""We're going to get a yes in Paris"" @9NewsMelb"
@CyDecosse,1,"RT @CyDecosse: @AusConservation The Midnight Garden photo series celebrates #nature &amp; rare, elusive flowers. http://t.co/XDqfpv4fvb http://"
@alexanderwhite,1,"RT @alexanderwhite: Amazing scene of 30,000 people marching against Abbott's budget in Melbourne. #bustthebudget #ourcommunitycounts http:/"
@aruptom,1,RT @aruptom: Barrack Obama urges all major emitters to take more action on climate change | http://t.co/AqqteP5dce | #ClimateChange
@admpstr,1,RT @admpstr: This piece of window glass is also a solar panel. Think about the potential of that for a second. http://t.co/EUmls6PsyB via @
@DIVIDEINCONCORD,1,"RT @DIVIDEINCONCORD: @AusConservation ""Protection"" should have quotation marks around it these days..."
@adamgiles,1,RT @adamgiles: Hashtag #NTAustralia in your photos to inspire locals and travelers to #DotheNT- @MindilMarket from 5-7pm tomorrow! http://t
@act_aycc,1,"RT @act_aycc: @AusConservation To change everything we need everyone. 
Join us: http://t.co/s4QdWSsKK1
Can you retweet to get even more peo"
@abcnews_qld,1,"RT @abcnews_qld: Australia's only dedicated cassowary rehab centre saved by $50,000 from Qld gov't #qldpol http://t.co/NTgERHbVaQ http://t."
@DRock1978,1,RT @DRock1978: NEW ANALYSIS: Environmental fast-tracking claims by industry exposed as false http://t.co/4YXMVOJ2kA http://t.co/VdT52ZrSD8
@_ttwilliams,1,RT @_ttwilliams: Green turtles need fully protected marine reserves! http://t.co/8thuEvHd3k #WorldParksCongress http://t.co/RiVqpulzfT
@Damo_Q,1,RT @Damo_Q: @AusConservation looks a bit like the World Cup. And like that we have been knocked out early while others go further &amp; kick mo
@_reviresco,1,"RT @_reviresco: .@AusConservation @AustMarConsSoc Abbot Point &amp; Caley Valley wetlands (pt) 180615. Bowen, Don River, Coral Sea .. http://t."
@arjanbroer,1,RT @arjanbroer: #Dutch citizens sued their government for not cutting enough pollution. THEY WON!!! Nice picture @AusConservation! http://t
@austethical,1,RT @austethical: It's official! California has banned single use plastic bags. Retweet if you'd like to see them banned in Australia! http:
@_andrewwoodward,1,"RT @_andrewwoodward: ""We will prevail in this struggle"". @algore #crinau @ClimateRealityA http://t.co/ML5nGwWkP8"
@clairehdawson,1,RT @clairehdawson: Climate Change #OnMyAgenda in Frankston tonight: Loved gathering with  like-minded locals @ EVhub! @AusConservation http
@climatesavers,1,RT @climatesavers: Thanks @Angela_Merkel for putting climate change on your agenda and at #G20 talks! #onmyagenda http://t.co/bfkedo0Y9r ht
@climateprogress,1,RT @climateprogress: Hawks and owls aren't doing well in California's drought http://t.co/rlGJ2n7hKL http://t.co/VlAd1y1F0s
@GrogsGamut,1,RT @GrogsGamut: Tony Abbott's push to ditch renewables could hand coal and gas industry $10bn http://t.co/gEia7Hi1vA via @GuardianAus
@climatehawk1,1,RT @climatehawk1: 'Godzilla' El Nio: time to prepare for mega-#droughts http://t.co/jho963AjGa via @ConversationEDU #climate #globalwarming
@ClimateGroup,1,"RT @ClimateGroup: Climate change threatens global security, UK and US military assert -&gt;2 new reports: http://t.co/lcdIUBDOVW http://t.co/g"
@climatechange,1,RT @climatechange: @earthkath Thanks for putting me on the agenda. Nothing fills me with more joy than when ya'll talk about #meee @AusCons
@ClimateGuardia,1,RT @ClimateGuardia: The #ClimateAngels standing vigil @VicParliament #DefendEnviroOrgs http://t.co/VdtSbxBFth
@cleverick,1,RT @cleverick: Oi @theTiser you might be surprised to find that #nuclear is not #renewable #saparli. http://t.co/FzvcGqJMhg
@claireorourke,1,"RT @claireorourke: Numbers to call - coalition: Ian Macfarlane 02 6277 7070, Greg Hunt 02 6277 7920, Joe Hockey, 02 6277 7340. #protectther"
@cjjosh,1,"RT @cjjosh: URGENT: Think climate change didn't have anything to do with you? Beer, chocolate, wine, etc under threat http://t.co/pndREtoXT"
@ConservationSA,1,RT @ConservationSA: .@NaomiAKlein says nuclear does not make sense - renewables best option for SA http://t.co/Njuls1F3nv @JayWeatherill #s
@ClimateSpec,1,"RT @ClimateSpec: 'Its not surprising EnergyAustralia would say whatever it wants to make a buck. It is surprising we believe them.'
http:/"
@CliveFPalmer,1,RT @CliveFPalmer: I'm about to meet @algore at my Parliament House office &amp; we'll hold a joint press announcement in the Great Hall at 5.30
@canberratimes,1,"RT @canberratimes: Tony Abbott is on a mission to find ""like minded"" countries to thwart Barack Obama and kill carbon pricing http://t.co/d"
@bronte__lee,1,RT @bronte__lee: how many climate scientists have you hugged today! #HugAClimateScientistDay http://t.co/CDFs34Gs4k
@bnhcrc,1,RT @bnhcrc: What is the #bushfireoutlook across southern Australia this year? See here: http://t.co/TotzLo9Rr4 #afac15 @AFACNews http://t.c
@blairpalese,1,RT @blairpalese: A huge and warm toast to the amazing woman Felicity Wishart - an amazing campaigner and woman. What a leader!
@bkjabour,1,"RT @bkjabour: Cutting RET could bankrupt wind farms, energy companies warn http://t.co/DNHVbxQQf0"
@Colvinius,1,RT @Colvinius: CSIRO - with Renewable Energy Agency funding - claims major solar power breakthrough: http://t.co/8ikON4LoNQ via @jessradio
@bettjoyalley,1,"RT @bettjoyalley: ""When the people will lead, the leaders will follow"" Kelly O'Shanassy, ACF #landcareconf14"
@_michaelpoland_,1,RT @_michaelpoland_: India has had more #PeoplesClimate events so far than any other country. Nice work Hyderabad! http://t.co/RBiyfoUCKo
@__eclectica,1,"RT @__eclectica: @AusConservation @AndrewLamingMP That is an appalling dismissive and arrogant response, a constituent deserves better than"
@SandraSmiles,1,RT @SandraSmiles: 'Look squarely at the science' - Obama  #G20Brisbane. So we need more than a Wikipedia reference??? #loveobama #climatech
@SouthernWaters,1,RT @SouthernWaters: Both British &amp; NZ governments have rejected Aus PM's idea for coalition against fighting climate change. @AusConservati
@TheAusInstitute,1,RT @TheAusInstitute: Most oppose denying enviro groups charity status - will new PM continue anti-advocacy crusade? http://t.co/7tfLRHxI2q 
@DidiKOz,1,RT @DidiKOz: Great turnout for the Save the World Heritage  rally in Hobart today #MyWorldHeritage http://t.co/9bhcKI8NJu
@DimityHawkins,1,"RT @DimityHawkins: Ban the #bomb: 70 years on, the nuclear threat looms as large as ever http://t.co/Xt3DAAMnnm @AusConservation @FoEAustra"
@TOM_SWANN,1,"RT @TOM_SWANN: Aussies say mining corps have too much influence, not enviro groups. REPORT: http://t.co/hNFjg9M9vV @TheAusInstitute http://"
@SwannyQLD,1,"RT @SwannyQLD: What we do on climate change over next 20yrs determines how life will be in 2000yrs. If we don't keep temp rise below 2deg, "
@Sustainable2050,1,"RT @Sustainable2050: Solar PV panels took care of entire German peak load today. Baseload plants ran all day, but at low prices. http://t.c"
@SugihIlman,1,"RT @SugihIlman: ""Climate change is disrupting natural ecosystems in a way that is making life better for infectious diseases"" --&gt; scary..!!"
@Drew_Bowie,1,"RT @Drew_Bowie: Look at these feral lefties. Bet they don't even have jobs, should just move back with Mum and Dad. #BustTheBudget http://t"
@Sqawkin,1,RT @Sqawkin: I am a #FriendOfFoE because human survival depends on a healthy environment #abc730
@SolarCouncil,1,"RT @SolarCouncil: Don't miss the Save #Solar Community Forum for Eden-Monaro, Wed 6-8pm  Queanbeyan Roos Club, Stuart St, Queanbeyan http:/"
@TheMurdochTimes,1,RT @TheMurdochTimes: Obama says he wants Great Barrier Reef to be there in 50 years so his daughters children can see it #G20Brisbane
@Smelkstar,1,RT @Smelkstar: Nuclear comes with a tsunami of consequences http://t.co/y9ToSiaQta via @AusConservation
@SkyNewsAust,1,RT @SkyNewsAust: NOW - Flash flooding in Brisbane as a band of torrential rain sweeps the city #Bnestorm  @SkyWeatherAUS http://t.co/ebATcu
@SirThomasWynne,1,"RT @SirThomasWynne: * TONY ABBOTT * 

HEY LADIES I BET YOU ARE FEELING SO MUCH MORE EMPOWERED!
 
THANKS, TONY! 

c/o @ausconservation http:"
@ShobazKandola,1,"RT @ShobazKandola: ""Energy that does not cause our glaciers to melt."" that's what PM @narendramodi wants for India as it moves forward. #cl"
@ShaunFrankson,1,RT @ShaunFrankson: Creativity is the key to recycling and sustainability. http://t.co/QZ08skJbMr
@SharkBoy66,1,RT @SharkBoy66: The Galilee Basin by ACF https://t.co/lWvd3P6jv4 #toldwithexposure via @Ausconservation
@EDO_NT,1,RT @EDO_NT: BREAKING: EDONT representing #NT #Environment Centre in Supreme Court challenge.@aruptom #water #ntaustralia http://t.co/xI7hoh
@SavageNatPelle,1,RT @SavageNatPelle: And here's the report that shows it http://t.co/rM1FpUwD7g https://t.co/Ng1Jt7NYHt
@EFFA_AUS,1,RT @EFFM: Love film? Care about the environment? Want to get involved? EFFM has new roles up for grabs. Join the team! http://t.co/mzZLseKU
@TheFourthNoodle,1,RT @TheFourthNoodle: http://t.co/0Y7nsnEoxM I just joined the Australian Conservation Foundation for ten bucks.Less than an inner city sand
@Deskimo,1,RT @Deskimo: Now this is how you talk climate. Nice work by @AusConservation  Pres Geoffrey Cousins on @Lateline  http://t.co/8l1GWdpwDa
@_VLGA,1,"RT @_VLGA: Thrilled to announce Kelly O'Shanassy, CEO of @AusConservation is guest speaker for our 1st @_VLGA Delegates' Dinner of 2015! #l"
@WhileyAndrew,1,"RT @WhileyAndrew: Australia is getting warmer. Records being made, consistent with #climate trends. Scientific American has the latest: htt"
@DamonAM,1,RT @DamonAM: Powerful sign at the Sydney #peoplesclimate rally. Where's Plan(et) B? #auspol http://t.co/0YRcVBjJeB
@Yvonne51Yvonne,1,RT @Yvonne51Yvonne: @AusConservation @VictoriaMcKMcH http://t.co/VDzg6rHKBs
@Dan_rowe12,1,RT @dan_rowe12: Sad news. Condolences to his family.  https://t.co/3XC8Ri2idV
@YEARSofLIVING,1,RT @YEARSofLIVING: Eight foods you're about to lose due to climate change http://t.co/6spUyt975G via @guardian
@DavidLockeACNC,1,"RT @DavidLockeACNC: Top postcodes in VIC for charitable giving as % of income Castlemaine, Fitzroy Nth, Brunswick Est, Macleod, Middle Pk h"
@WomenDonorsOz,1,RT @WomenDonorsOz: .@kellyoshanassy CEO @AusConservation concludes an evening of discussion around #socialchangemaking @ReichsteinFound htt
@DavidW2035,1,RT @DavidW2035: @AusConservation Here here!! We do not live in an economy. We live in a society on a very sick planet. Since when did $ bec
@WildernessVIC,1,"RT @WildernessVIC: ""This is a critical issue for our civilisation"" say Tasmanian beekeepers of #logging &amp; #honey 
#myworldheritage"
@WhiteHouse,1,RT @WhiteHouse: Big news: @EPA just proposed carbon pollution standards for power plants to protect our kids' health  http://t.co/NSyGujgH
@David_Ritter,1,"RT @David_Ritter: In 2090, Australian historians will look back on this speech and shake their heads. #npc"
@Deryn3,1,"RT @Deryn3: #castlemaine #climatemarch #climateaction @JoshMeadows3: ""we can be a low pollution community to inspire others"" http://t.co/8O"
@WWF,1,RT @WWF: Youre more likely to be bitten by a friend than by a #shark. Shark Awareness Day is 14 July.
@WINNews_Gip,1,RT @WINNews_Gip: The EPA is investigating EnergyAustralia following a spill of ash slurry into the Morwell River #WINNews #gippsnews http:/
@VictoriaTurner9,1,RT @VictoriaTurner9: Climate change #onmyagenda desert @Commonsensists @Bettywrestle @garyonthemoney @AusConservation http://t.co/0V6V3q4cFz
@TuesdayAddams,1,"RT @TuesdayAddams: And here we have the AFR perpetuating the Carmichael mine ""10,000 jobs"" fairy story http://t.co/tgTiWkSPFG via @Financia"
@TrendsMelbourne,1,RT @TrendsMelbourne: #defendenviroorgs is now trending in #Melbourne http://t.co/X4NwPDCyjH
@DeclanClausen,1,RT @DeclanClausen: Listening to @AusConservation CEO @kellyoshanassy speak about role of #ACF driving 40yrs of climate action at #CRinAU ht
@1petermartin,1,RT @1petermartin: Good news. Something is driving our emissions down: http://t.co/2FOaYzKvFU #ausecon #carbon
@DermotOz,1,"RT @DermotOz: We are united to protect community rights.  Don't change our Env laws.
Geoff Cousins, President  @AusConservation http://t.co"
@Tim_Beshara,1,RT @Tim_Beshara: A statement from Lib PM John Gorton saying he will pick up the legal bill of @AusConservation to defend the Reef http://t.
@climateinstitut,1,"RT @climateinstitut: The #renewableenergy target has cut .5M cars worth of pollution &amp; underpins 21,000 jobs. But not everyone is a fan... "
